2020-05-16 17:38:45,649 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-05-16 17:38:46,746 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-05-16 17:38:46,772 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-05-16 17:38:46,773 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-05-16 17:38:46,836 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-05-16 17:38:46,837 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-05-16 17:38:49,787 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-05-16 21:28:26,496 INFO  SwAddin.cs: 271 - Assembly export called for file Moonbuggy Assembly.SLDASM
2020-05-16 21:28:28,766 INFO  SwAddin.cs: 290 - Saving assembly
2020-05-16 21:28:32,778 INFO  SwAddin.cs: 293 - Opening property manager
2020-05-16 21:28:32,926 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Moonbuggy Assembly.SLDASM
2020-05-16 21:28:33,089 INFO  ExportHelperExtension.cs: 1142 - Found 56 in Moonbuggy Assembly.SLDASM
2020-05-16 21:28:33,090 INFO  ExportHelperExtension.cs: 1152 - Found 11 features of type [CoordSys] in Moonbuggy Assembly.SLDASM
2020-05-16 21:28:33,091 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-05-16 21:28:33,092 INFO  ExportHelperExtension.cs: 1167 - 10 components to check
2020-05-16 21:28:33,095 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Laser-1
2020-05-16 21:28:33,095 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Laser-1
2020-05-16 21:28:33,097 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Laser-1
2020-05-16 21:28:33,099 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Rod-1
2020-05-16 21:28:33,100 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Rod-1
2020-05-16 21:28:33,101 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Rod-1
2020-05-16 21:28:33,102 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-1
2020-05-16 21:28:33,103 INFO  ExportHelperExtension.cs: 1142 - Found 22 in wheel-1
2020-05-16 21:28:33,104 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-1
2020-05-16 21:28:33,105 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-3
2020-05-16 21:28:33,105 INFO  ExportHelperExtension.cs: 1142 - Found 22 in wheel-3
2020-05-16 21:28:33,106 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-3
2020-05-16 21:28:33,106 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Double platform-1
2020-05-16 21:28:33,107 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Double platform-1
2020-05-16 21:28:33,108 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Double platform-1
2020-05-16 21:28:33,109 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Camera-1
2020-05-16 21:28:33,109 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Camera-1
2020-05-16 21:28:33,110 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Camera-1
2020-05-16 21:28:33,111 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Body-1
2020-05-16 21:28:33,111 INFO  ExportHelperExtension.cs: 1142 - Found 115 in Body-1
2020-05-16 21:28:33,116 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Body-1
2020-05-16 21:28:33,313 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from IMU-1
2020-05-16 21:28:33,314 INFO  ExportHelperExtension.cs: 1142 - Found 22 in IMU-1
2020-05-16 21:28:33,315 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in IMU-1
2020-05-16 21:28:33,316 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-2
2020-05-16 21:28:33,317 INFO  ExportHelperExtension.cs: 1142 - Found 22 in wheel-2
2020-05-16 21:28:33,318 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-2
2020-05-16 21:28:33,319 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from wheel-4
2020-05-16 21:28:33,320 INFO  ExportHelperExtension.cs: 1142 - Found 22 in wheel-4
2020-05-16 21:28:33,321 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in wheel-4
2020-05-16 21:28:33,404 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Moonbuggy Assembly.SLDASM
2020-05-16 21:28:33,404 INFO  ExportHelperExtension.cs: 1142 - Found 56 in Moonbuggy Assembly.SLDASM
2020-05-16 21:28:33,405 INFO  ExportHelperExtension.cs: 1152 - Found 5 features of type [RefAxis] in Moonbuggy Assembly.SLDASM
2020-05-16 21:28:33,406 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-05-16 21:28:33,406 INFO  ExportHelperExtension.cs: 1167 - 10 components to check
2020-05-16 21:28:33,407 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Laser-1
2020-05-16 21:28:33,407 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Laser-1
2020-05-16 21:28:33,408 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Laser-1
2020-05-16 21:28:33,409 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Rod-1
2020-05-16 21:28:33,409 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Rod-1
2020-05-16 21:28:33,410 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Rod-1
2020-05-16 21:28:33,411 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel-1
2020-05-16 21:28:33,412 INFO  ExportHelperExtension.cs: 1142 - Found 22 in wheel-1
2020-05-16 21:28:33,413 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel-1
2020-05-16 21:28:33,413 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel-3
2020-05-16 21:28:33,414 INFO  ExportHelperExtension.cs: 1142 - Found 22 in wheel-3
2020-05-16 21:28:33,415 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel-3
2020-05-16 21:28:33,415 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Double platform-1
2020-05-16 21:28:33,416 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Double platform-1
2020-05-16 21:28:33,416 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Double platform-1
2020-05-16 21:28:33,417 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Camera-1
2020-05-16 21:28:33,418 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Camera-1
2020-05-16 21:28:33,419 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Camera-1
2020-05-16 21:28:33,420 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Body-1
2020-05-16 21:28:33,421 INFO  ExportHelperExtension.cs: 1142 - Found 115 in Body-1
2020-05-16 21:28:33,423 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Body-1
2020-05-16 21:28:33,423 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from IMU-1
2020-05-16 21:28:33,424 INFO  ExportHelperExtension.cs: 1142 - Found 22 in IMU-1
2020-05-16 21:28:33,425 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in IMU-1
2020-05-16 21:28:33,425 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel-2
2020-05-16 21:28:33,426 INFO  ExportHelperExtension.cs: 1142 - Found 22 in wheel-2
2020-05-16 21:28:33,426 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel-2
2020-05-16 21:28:33,427 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from wheel-4
2020-05-16 21:28:33,427 INFO  ExportHelperExtension.cs: 1142 - Found 22 in wheel-4
2020-05-16 21:28:33,428 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in wheel-4
2020-05-16 21:28:33,896 INFO  SwAddin.cs: 316 - Loading config tree
2020-05-16 21:28:33,909 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-05-16 21:28:33,917 INFO  SwAddin.cs: 321 - Showing property manager
2020-05-16 21:28:48,911 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:29:16,652 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:29:17,113 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:29:17,399 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:29:17,806 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:29:19,680 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:36:06,935 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:36:08,827 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:36:11,727 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:36:32,625 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:36:34,117 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-05-16 21:36:35,775 INFO  ExportPropertyManager.cs: 1060 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
